candidate_idx,conversation_id,message_count,duration_minutes,flags,dialogue_text,primary_intent,escalation_needed,escalation_rationale,evidence_notes,ambiguity_notes
146,94042,5,2.1,Clean; Branching,"[Turn 0 | CUSTOMER | @136393 | 2017-11-30 15:28:23] (root):
@Tesco so I bit into a pebble which was in your chicken chow mien noodle pot and chipped my tooth thanks xxx💙 https://t.co/txqZiw30bh

[Turn 1 | TESCO | @Tesco | 2017-11-30 15:29:59] (in reply to 94042):
@136393 Hi there, I'm so sorry that you've found this in your noodles &amp; I can certainly appreciate your concerns. 1/4

[Turn 2 | TESCO | @Tesco | 2017-11-30 15:30:09] (in reply to 94042):
@136393 Please can you return to any of our Metro, Extra or Superstores with the foreign body, packaging &amp; receipt? 2/4

[Turn 3 | TESCO | @Tesco | 2017-11-30 15:30:18] (in reply to 94042):
@136393 We can then issue you with a full refund &amp; send this off to our suppliers to be fully investigated. 3/4

[Turn 4 | TESCO | @Tesco | 2017-11-30 15:30:29] (in reply to 94042):
@136393 Please can you also confirm you full name, address and email address via DM? I'd like to log this from our end. - Aisha 4/4",product_quality_and_safety,escalate,product_safety_investigation,"Pebble in noodle pot, chipped tooth",
147,951118,5,123.3,Clean; Branching,"[Turn 0 | CUSTOMER | @137087 | 2017-10-21 17:58:17] (root):
Not happy with the dog toy I got from #Tesco @Tesco, only had it a few hours and broken already

[Turn 1 | TESCO | @Tesco | 2017-10-21 19:34:08] (in reply to 951118):
@137087 Hi Vicki, I'm sorry your dog's toy lasted such a short time and I can understand your frustration. Can you please DM me some details? 1/4

[Turn 2 | TESCO | @Tesco | 2017-10-21 20:01:28] (in reply to 951118):
@137087 I'd like to log your complaint on our system, send you a refund and alert our supplier to the problem. 2/4

[Turn 3 | TESCO | @Tesco | 2017-10-21 20:01:30] (in reply to 951118):
@137087 I'll need your name, address,  email, the store you bought it from, how much you paid and a picture of the barcode from the packaging. 3/4

[Turn 4 | TESCO | @Tesco | 2017-10-21 20:01:33] (in reply to 951118):
@137087 Finally, are you happy for your personal information to be sent to our supplier when they're notified about this? Thanks - Dafydd 4/4 https://t.co/py5Z991Bme",product_quality_and_safety,escalate,refund_or_compensation,Dog toy broke quickly; refund offered,
148,974019,5,968.5,Clean; Branching,"[Turn 0 | CUSTOMER | @350985 | 2017-10-21 18:21:03] (root):
@Tesco pretty disappointed with this, look at the state of the underside of my rump steak! A solid layer of fat, yum! 😡#thebutcherwasshut https://t.co/QXNyHAmJq9

[Turn 1 | TESCO | @Tesco | 2017-10-22 03:21:14] (in reply to 974019):
@350985 Sorry Ollie, can you DM me your full name, address and the store you purchased this from? 1/2

[Turn 2 | TESCO | @Tesco | 2017-10-22 03:21:16] (in reply to 974019):
@350985 Also can we send your details on to the supplier? I'll refund you via a Tesco Moneycard :) - Mart 2/2

[Turn 3 | CUSTOMER | @350985 | 2017-10-22 05:55:22] (in reply to 974017):
@Tesco Hi, have DMd you, thanks. No problem with sending details to supplier

[Turn 4 | TESCO | @Tesco | 2017-10-22 10:29:32] (in reply to 974018):
@350985 Thank you Ollie, I've replied to your DM with a resolution. You know where we are if there's anything else you need - Leah",product_quality_and_safety,escalate,refund_or_compensation,Rump steak excess fat; Moneycard offered,
149,115368,6,819.6,Clean,"[Turn 0 | CUSTOMER | @141640 | 2017-11-23 20:00:15] (root):
Hey @Tesco I was just choosing a delivery slot when my shopping was deleted with a msg no longer available???

[Turn 1 | TESCO | @Tesco | 2017-11-23 21:32:04] (in reply to 115368):
@141640 Hello Sarah, I am sorry your shopping went from your basket, can you please sign out, delete the cache and cookies and try again? TY - Chris

[Turn 2 | CUSTOMER | @141640 | 2017-11-23 21:34:02] (in reply to 115366):
@Tesco Tried that, the website is now saying it’s not available?

[Turn 3 | TESCO | @Tesco | 2017-11-24 03:32:44] (in reply to 115367):
@141640 Hi Sarah, thank you for getting back to me, can you please try an alternative device or browser? TY - Chris

[Turn 4 | CUSTOMER | @141640 | 2017-11-24 09:18:02] (in reply to 115369):
@Tesco I used another device and was great until I logged in to proceed with the order. Can someone help please trying to order Xmas pressie. TY

[Turn 5 | TESCO | @Tesco | 2017-11-24 09:39:49] (in reply to 115370):
@141640 Hi Sarah. Please DM your full name, address and email so I may look into this for you. Please also send me a screenshot of what you're seeing. - Helena https://t.co/py5Z991Bme",website_and_app_technical,escalate,technical_support,Basket contents deleted / checkout availability error,
150,1169045,6,32.9,Clean,"[Turn 0 | CUSTOMER | @379792 | 2017-10-24 19:11:32] (root):
As if we're watching #GBBO with home made cakes brought back the Lake District... #livingthedream 🍰🍰🍰

[Turn 1 | TESCO | @Tesco | 2017-10-24 19:13:14] (in reply to 1169045):
@379792 Living the dream indeed Jayne 🙌 What cakes are they?

[Turn 2 | CUSTOMER | @379792 | 2017-10-24 19:14:46] (in reply to 1169043):
@Tesco Brownies and millionaire caramel brownies 😊

[Turn 3 | TESCO | @Tesco | 2017-10-24 19:17:36] (in reply to 1169044):
@379792 Amazing choice 👌 Ever made them yourself? 🙊

[Turn 4 | CUSTOMER | @379792 | 2017-10-24 19:40:03] (in reply to 1169046):
@Tesco Yes... but these taste better 👍😊

[Turn 5 | TESCO | @Tesco | 2017-10-24 19:44:27] (in reply to 1169047):
@379792 Can't beat homemade though! Is there a recipe you'd love to try, but never got around to? 😇",general_feedback_and_chitchat,do_not_escalate,none,,
151,1430704,6,3595.1,Clean,"[Turn 0 | CUSTOMER | @406630 | 2017-10-30 19:49:51] (root):
Not the erm... best bananas here @Tesco... https://t.co/M80HIoAwIe

[Turn 1 | TESCO | @Tesco | 2017-10-30 21:44:30] (in reply to 1430704):
@406630 Hi Jonathon, I'm sorry for the quality of the bananas. Can you confirm which store this was so I can look into this? TY - Reece

[Turn 2 | CUSTOMER | @406630 | 2017-10-30 21:45:05] (in reply to 1430703):
@Tesco Outside Russell Square tube in London - there were a lot like that 😐

[Turn 3 | TESCO | @Tesco | 2017-10-31 08:06:45] (in reply to 1430702):
@406630 Hi Jonathon, Russell Square will have better bananas for you today. They are getting a fresh delivery this morning. Ian

[Turn 4 | CUSTOMER | @406630 | 2017-11-02 07:43:43] (in reply to 1430701):
@Tesco You sure Ian? Not so much last night. What’s with your bananas splitting open?! https://t.co/EwdQ1B9J5P

[Turn 5 | TESCO | @Tesco | 2017-11-02 07:44:57] (in reply to 1430700):
@406630 Hi Jonathon, please let one of my colleagues in the store know. Many thanks - Laura",product_quality_and_safety,do_not_escalate,none,Near Russell Square store; poor quality bananas,
152,1847521,6,150.5,Clean; Branching,"[Turn 0 | CUSTOMER | @553310 | 2017-10-19 17:58:39] (root):
Hey @Tesco what time is your photo counter open in Dundee Riverside open on a Sunday?

[Turn 1 | TESCO | @Tesco | 2017-10-19 19:42:45] (in reply to 1847521):
@553310 Hi Elizabeth, sorry for the delay, I've tried contacting the store but I haven't been able to get through. 1/2

[Turn 2 | TESCO | @Tesco | 2017-10-19 19:42:55] (in reply to 1847521):
@553310 Would you like me to keep trying and let you know once I get through to them? Ty - Marian 2/2

[Turn 3 | CUSTOMER | @553310 | 2017-10-19 19:43:34] (in reply to 1847520):
@Tesco Yes please. If you could get the Saturday hours too that would be great thanks

[Turn 4 | TESCO | @Tesco | 2017-10-19 20:26:39] (in reply to 1847519):
@553310 Thank you for your patience. The photo shops open from 9 am til 6 on Saturday. On Sunday it's open from 10 am to 4 pm. Thanks - Marian.

[Turn 5 | CUSTOMER | @553310 | 2017-10-19 20:29:11] (in reply to 1847517):
@Tesco Thank you Marian. I really appreciate you doing that for me",store_experience_and_staff,do_not_escalate,none,Store: Dundee Riverside; photo counter opening hours,
153,2562711,6,158.7,Clean,"[Turn 0 | CUSTOMER | @727245 | 2017-11-16 17:40:28] (root):
@Tesco  I seem to have changed sex since ordering my Clubcard at the weekend ? 😬 https://t.co/8me21ZXnql

[Turn 1 | TESCO | @Tesco | 2017-11-16 18:08:01] (in reply to 2562711):
@727245 Hi Helen. I'm sorry to see this! If you could DM your full name, address and Clubcard number, I'll be more than happy to update your details and send out another card. Thanks - Chris https://t.co/py5Z991Bme

[Turn 2 | CUSTOMER | @727245 | 2017-11-16 18:10:46] (in reply to 2562709):
@Tesco Thanks message sent

[Turn 3 | TESCO | @Tesco | 2017-11-16 19:20:19] (in reply to 2562710):
@727245 Hi Helen. I've updated your title on your card and sent you another replacement. It will have the correct details this time. You can keep using that card in the meantime though if you like and all the points will be shared. Thanks - Cameron

[Turn 4 | CUSTOMER | @727245 | 2017-11-16 19:20:50] (in reply to 2562712):
@Tesco Thank you for your help

[Turn 5 | TESCO | @Tesco | 2017-11-16 20:19:10] (in reply to 2562713):
@727245 No problem Helen, if there's anything else we can help with please let us know :) - Matthew",clubcard_and_loyalty,escalate,requires_pii_or_dm,Clubcard title/gender error on account,
154,2772056,6,289.0,Clean; Branching; Multi-Customer,"[Turn 0 | CUSTOMER | @774850 | 2017-11-21 12:27:24] (root):
Well, @Tesco what are you thinking? Stacking shelves 5 shelves high....yes 5! Barring a 7ft poll jumper there is not a person in the country who can reach that. I need help to get some things off the 4th shelf let alone 5th. Sense over profit, please.

[Turn 1 | CUSTOMER | @776971 | 2017-11-21 12:35:46] (in reply to 2772056):
@774850 @Tesco It looks a bit like Italian system....
I need help when I go to shopping!!!
They don't understand..... 😁😁

[Turn 2 | TESCO | @Tesco | 2017-11-21 13:56:29] (in reply to 2772056):
@774850 Hi there, can you tell me which store this was? I can get this fed back to the store manager. Ty - Brian

[Turn 3 | CUSTOMER | @774850 | 2017-11-21 15:18:19] (in reply to 2772054):
@Tesco Hi Brian, I did report it to the Customer Services in the store who were very helpful. The store was Fakenham. Thank you.

[Turn 4 | CUSTOMER | @774850 | 2017-11-21 15:21:15] (in reply to 2772058):
@776971 @Tesco I feel your pain, Raffy xx

[Turn 5 | TESCO | @Tesco | 2017-11-21 17:16:22] (in reply to 2782210):
@774850 Hi there, can you confirm what the store Customer Service did when you reported this? I'd like to get your feedback logged for review. To do this can you DM me your full name, address and email address? Ty - Reece",store_experience_and_staff,escalate,requires_pii_or_dm,Store: Fakenham; shelf height accessibility complaint,
155,812956,6,66.4,Clean; Branching; Multi-Customer,"[Turn 0 | CUSTOMER | @313716 | 2017-11-25 09:31:38] (root):
@Tesco not a great way to start the day, the very few trolleys you have in Pengam cardiff all take the old £1

I haven’t seen one of those for months. https://t.co/Wu6vqAP2jN

[Turn 1 | TESCO | @Tesco | 2017-11-25 09:50:00] (in reply to 812956):
@313716 Hi Andrew, I'm very sorry about this. I have just spoken to the Duty Manager in the store and he has told me that they are waiting for a new delivery of trollies and also to get the ones they have to be update. 1/2

[Turn 2 | TESCO | @Tesco | 2017-11-25 09:50:02] (in reply to 812956):
@313716 Hopefully this delivery and update of old trollies will arrive in the store very soon. Is there anything else I can help you with today? Thanks, Calum 2/2

[Turn 3 | CUSTOMER | @313716 | 2017-11-25 10:28:22] (in reply to 812954):
@Tesco That’s great just tell him to send someone into the carpark to bring all the others back in and everything should be fine.

[Turn 4 | TESCO | @Tesco | 2017-11-25 10:35:05] (in reply to 812955):
@313716 This has now been fed back. Enjoy the rest of your weekend. - Rocsi

[Turn 5 | CUSTOMER | @313717 | 2017-11-25 10:38:03] (in reply to 812957):
@Tesco I have an Anytime Delivery plan&amp;got an email about Xmas deliveries. Apparently I should be able to book up to 23rd Dec right now. It only lets me go to Dec 15th though. I never ever get same day option either. Please help.",store_experience_and_staff,do_not_escalate,none,Store: Pengam Cardiff; trolley coin mechanism,Second customer raises separate Christmas delivery slot booking issue
156,875370,6,5566.5,Clean; Branching,"[Turn 0 | CUSTOMER | @327835 | 2017-10-20 16:13:45] (root):
@Tesco I was very disappointed to see the gluten free Pizza Express pizzas are not included in the half price offer! Any comment to make?

[Turn 1 | TESCO | @Tesco | 2017-10-20 18:24:24] (in reply to 875370):
@327835 Hi Rhiannon, I am going to look into this for you, and get back to you as soon as I can. In the meantime I'd like to log this for you. 1/2

[Turn 2 | TESCO | @Tesco | 2017-10-20 18:24:27] (in reply to 875370):
@327835 Can you DM us your full name, postcode &amp; address and email please? Thanks - Josh 2/2 https://t.co/py5Z991Bme

[Turn 3 | TESCO | @Tesco | 2017-10-24 12:59:24] (in reply to 875370):
@327835 Thanks for your patience Rhiannon. The GF pizza wasn't in the offer as we're unable to support the volume required to run the promotions 1/3

[Turn 4 | TESCO | @Tesco | 2017-10-24 12:59:46] (in reply to 875370):
@327835 We wouldn't want to disappoint customers by not having reliable amount of stock available. Though we highly appreciate your interest :) 2/3

[Turn 5 | TESCO | @Tesco | 2017-10-24 13:00:17] (in reply to 875370):
@327835 We're liaising with supplier to see what options are available so we can run an offer whilst being able to support the volume in future! 3/3",pricing_promotions_and_vouchers,escalate,requires_pii_or_dm,GF pizza excluded from half-price offer,
157,955747,6,4222.2,Clean; Branching; Multi-Customer,"[Turn 0 | CUSTOMER | @346763 | 2017-10-21 17:32:45] (root):
When your @tesco order arrives 30 mins late &amp; absolutely covered in someone else’s fabric conditioner ☹️ #expectationslowered

[Turn 1 | CUSTOMER | @346764 | 2017-10-21 17:39:42] (in reply to 955747):
@346763 @Tesco Hope they do the decent thing &amp; get you an uncontaminated delivery ASAP

[Turn 2 | CUSTOMER | @346763 | 2017-10-21 18:05:06] (in reply to 955746):
@346764 @Tesco We shall see - I can still taste it! It was everywhere!  Wasn’t even our conditioner! 🙄

[Turn 3 | TESCO | @Tesco | 2017-10-21 21:44:26] (in reply to 955744):
@346763 Oh dear, sorry about that. Did the delivery driver sort it out for you? Did he say what would happen? 1/2

[Turn 4 | TESCO | @Tesco | 2017-10-21 21:44:38] (in reply to 955744):
@346763 If not can you DM me with your full name, address and order number please? 2/2 https://t.co/py5Z991Bme

[Turn 5 | CUSTOMER | @346763 | 2017-10-24 15:55:00] (in reply to 955742):
@Tesco I was giving them the 24 hours to respond but it’s been 3 days so I’ll forward you the complaint. Thanks",delivery_and_orders,do_not_escalate,none,"Delivery order contaminated with fabric conditioner, late",
158,1120983,7,9957.1,Clean; Multi-Customer,"[Turn 0 | CUSTOMER | @384449 | 2017-10-17 11:47:57] (root):
Over summer my bank card was stolen in @Tesco in Firswood. It was stolen by one of their employees &amp; he spent £300, everything I had....

[Turn 1 | CUSTOMER | @384448 | 2017-10-18 19:21:33] (in reply to 1120983):
@384449 @Tesco Hi @Tesco what's the store policy on Debit/credit cards left behind (stolen) by customers? Do you destroy them? @384449 @120938

[Turn 2 | TESCO | @Tesco | 2017-10-18 20:20:51] (in reply to 1120982):
@384448 Hi Chloe, we destroy lost cards if we have them any longer than 72 hours. I hope this helps. TY - Reece

[Turn 3 | CUSTOMER | @384449 | 2017-10-23 21:14:01] (in reply to 1120981):
@Tesco @384448 Well your employee didn't. He spent £300 of my money instead. Didn't even get disciplined about it.

[Turn 4 | CUSTOMER | @384448 | 2017-10-23 22:17:11] (in reply to 1120980):
@384449 @Tesco Hi Reece can U pass this on to Ops Manager for the area? &amp; update  @384449 Not acceptable from @Tesco broken store policy &amp; 'theft'. 🐍

[Turn 5 | TESCO | @Tesco | 2017-10-24 06:24:23] (in reply to 1120979):
@384448 Thanks for your concern Choel, we'll discuss this directly with Skyliner -Christie

[Turn 6 | CUSTOMER | @384448 | 2017-10-24 09:45:04] (in reply to 1120977):
@Tesco Yes @tesco TY as I use this store very concerned shocked 😳 over lack of action from MRG. Hope @384449 it's sorted for you.",store_experience_and_staff,escalate,formal_complaint,Store: Firswood; alleged staff theft of customer funds,
159,1246907,7,199.2,Clean; Branching; Multi-Customer,"[Turn 0 | CUSTOMER | @412540 | 2017-10-25 21:54:39] (root):
Love getting a mouldy pepper @Tesco :)) https://t.co/nFz4nQUxDy

[Turn 1 | CUSTOMER | @412541 | 2017-10-25 21:57:59] (in reply to 1246907):
@412540 @Tesco You are a true 58 year old woman 😂

[Turn 2 | CUSTOMER | @412540 | 2017-10-25 22:00:59] (in reply to 1246906):
@412541 @Tesco Imagine my Twitter when I actually am 58😂

[Turn 3 | TESCO | @Tesco | 2017-10-26 01:11:17] (in reply to 1246901):
@412540 @412541 I can certainly understand your disappointment. I'd like to make a log of this on our system for review and also arrange a full refund. 1/4

[Turn 4 | TESCO | @Tesco | 2017-10-26 01:12:20] (in reply to 1246901):
@412540 @412541 Can you DM us your full name, address, price paid, barcode and the expiry date on the packaging? 2/4

[Turn 5 | TESCO | @Tesco | 2017-10-26 01:12:46] (in reply to 1246901):
@412540 @412541 We'll also need the supplier code, which begins with SC and can be found by the dated area. 3/4

[Turn 6 | TESCO | @Tesco | 2017-10-26 01:13:50] (in reply to 1246901):
@412540 @412541 Can you also confirm if you would be happy for us to pass your details on to the suppliers? Kind regards - Rhys 4/4",product_quality_and_safety,escalate,refund_or_compensation,Mouldy pepper; refund offered,
160,1295208,7,72.2,Clean; Branching,"[Turn 0 | CUSTOMER | @422784 | 2017-10-27 20:01:11] (root):
@Tesco This monstrosity ruined my evening. If I could trip advise you, it'd be 1 star. https://t.co/anPgpdWcnK

[Turn 1 | TESCO | @Tesco | 2017-10-27 20:54:45] (in reply to 1295208):
@422784 Hi Martyn, seems like this strawberry has seen better days. Sorry about this. I'd like to log this internally and refund you 1/4

[Turn 2 | TESCO | @Tesco | 2017-10-27 20:54:47] (in reply to 1295208):
@422784 Could you DM me your name, address, email address as well as the date, supplier, and barcode on the packaging? 2/4

[Turn 3 | TESCO | @Tesco | 2017-10-27 20:54:49] (in reply to 1295208):
@422784 Also could you take a photo of the bottom of your receipt (showing all the numbers) too? 3/4

[Turn 4 | TESCO | @Tesco | 2017-10-27 20:54:51] (in reply to 1295208):
@422784 Lastly, would it be okay to pass your details on to our supplier in case they wish to contact you? TY - Peter 4/4

[Turn 5 | CUSTOMER | @422784 | 2017-10-27 20:59:11] (in reply to 1295206):
@Tesco Sorry, the tears of disappointment destroyed the receipt. Thanks for the refund offer but you can't put a price on a ruined evening.

[Turn 6 | TESCO | @Tesco | 2017-10-27 21:13:21] (in reply to 1295207):
@422784 Understood Martyn, I only hope your weekend is an improvement on this evening. Thanks - Dafydd",product_quality_and_safety,escalate,refund_or_compensation,Mouldy strawberries; refund offered,
161,1316611,7,1132.5,Clean; Branching,"[Turn 0 | CUSTOMER | @427549 | 2017-10-26 21:02:03] (root):
@Tesco when staff discount is at 20% off, can I use this to get 20% off online shopping too? I don’t shop in store cos anxious lol

[Turn 1 | TESCO | @Tesco | 2017-10-27 07:58:32] (in reply to 1316611):
@427549 Hi there, Yes you can use your 20% discount online as well. Remember it has now finished :( Hope this helps :-) TY - Brian

[Turn 2 | CUSTOMER | @427549 | 2017-10-27 12:20:52] (in reply to 1316609):
@Tesco When are they normally on? The double discounts I mean

[Turn 3 | TESCO | @Tesco | 2017-10-27 14:33:37] (in reply to 1316610):
@427549 The double discount this year was from the 20th - 26th of October. 1/2

[Turn 4 | TESCO | @Tesco | 2017-10-27 14:33:39] (in reply to 1316610):
@427549 If you DM us your full name, address and postcode we can do a Q&amp;A and get back to you on when the next one is. - Jay 2/2

[Turn 5 | CUSTOMER | @427549 | 2017-10-27 14:40:16] (in reply to 1316612):
@Tesco How many usually are there per year?

[Turn 6 | TESCO | @Tesco | 2017-10-27 15:54:35] (in reply to 1316614):
@427549 Hi there, unfortunately we don't know how often these are. If you keep an eye on the colleague website you'll find out! - Josh",general_feedback_and_chitchat,do_not_escalate,none,Staff discount online usage question,
162,1742132,7,778.9,Clean; Branching,"[Turn 0 | CUSTOMER | @423212 | 2017-10-17 18:50:49] (root):
Bit harsh that @Tesco put 9 brownies in a pack - missus and I are clearly gonna argue over that last one!

[Turn 1 | TESCO | @Tesco | 2017-10-17 20:12:21] (in reply to 1742132):
@423212 May the odds be ever in your favour, Chris...I'd like to make a log of your feedback on our system for future review. 1/2

[Turn 2 | TESCO | @Tesco | 2017-10-17 20:12:23] (in reply to 1742132):
@423212 Can you DM us your full name, address, barcode and the store that they were purchased from? Kind regards - Rhys 2/2

[Turn 3 | CUSTOMER | @423212 | 2017-10-17 20:15:39] (in reply to 1742130):
@Tesco There was only supposed to be 9, so it’s all good, ha! Ps, I got the last one. Cheers!

[Turn 4 | TESCO | @Tesco | 2017-10-17 22:03:55] (in reply to 1742131):
@423212 Hi Chris, I'm glad to hear the Brownie War has been won :) Can you confirm the barcode? I'll get this logged. Kind regards - Rhys

[Turn 5 | CUSTOMER | @423212 | 2017-10-18 07:45:44] (in reply to 1742133):
@Tesco Sorry, went in the bin I’m afraid!

[Turn 6 | TESCO | @Tesco | 2017-10-18 07:49:44] (in reply to 1742134):
@423212 I understand Chris, I'm glad to hear you enjoyed them none the less! :) - Lara.",general_feedback_and_chitchat,escalate,requires_pii_or_dm,9 brownies in pack (playful complaint),
163,1752266,7,68.2,Clean; Branching,"[Turn 0 | CUSTOMER | @473450 | 2017-10-17 20:16:15] (root):
@Tesco Oh Tesco why are the peaches I bought yesterday gooey and mouldy already? Well-in the sell by date and apparently to ripen in bowl?😓 https://t.co/yUb8mFNiO2

[Turn 1 | TESCO | @Tesco | 2017-10-17 21:24:14] (in reply to 1752266):
@473450 Hi Jo, I am sorry that the peaches got gooey and mouldy before sell by date. 1/6

[Turn 2 | TESCO | @Tesco | 2017-10-17 21:24:21] (in reply to 1752266):
@473450 I know how frustrating it should have been as I like fruit too. 2/6

[Turn 3 | TESCO | @Tesco | 2017-10-17 21:24:23] (in reply to 1752266):
@473450 I will log your feedback on to our internal systems for review and arrange a refund. 3/6

[Turn 4 | TESCO | @Tesco | 2017-10-17 21:24:26] (in reply to 1752266):
@473450 Could you please DM us your full name, address, e-mail, store location, time of visit, product barcode and supplier code? 4/6

[Turn 5 | TESCO | @Tesco | 2017-10-17 21:24:28] (in reply to 1752266):
@473450 Do we have your permission to pass your details over to our supplier as they may wish to contact you? 5/6

[Turn 6 | TESCO | @Tesco | 2017-10-17 21:24:30] (in reply to 1752266):
@473450 What is your preferred way to receiving a Moneycard? TY - Eve 6/6",product_quality_and_safety,escalate,refund_or_compensation,Mouldy peaches before sell-by date; refund offered,
164,1837286,7,1426.8,Clean; Branching,"[Turn 0 | CUSTOMER | @494055 | 2017-10-18 16:38:48] (root):
How does your Tesco Direct Partners work @tesco You sell their items with a mark-up and still add deliv charge to your 'valued' customers?

[Turn 1 | TESCO | @Tesco | 2017-10-18 17:36:11] (in reply to 1837286):
@494055 Hello Andrea, the price you'll find for delivery and items sold by Partners are set by the Partners themselves. I hope this helps. Ty - John

[Turn 2 | CUSTOMER | @494055 | 2017-10-19 14:23:22] (in reply to 1837284):
@Tesco No, John. Perfume bought through @Tesco £39.71 - Direct from your Partner would have been £35.05 &amp; I got to pay deliv charge of £3.95.

[Turn 3 | TESCO | @Tesco | 2017-10-19 16:25:25] (in reply to 1837285):
@494055 Hi Andrea. Our Tesco Partners use our website as a platform to sell their own products, they are not purchased from Tesco. 1/4

[Turn 4 | TESCO | @Tesco | 2017-10-19 16:25:27] (in reply to 1837285):
@494055 This means Tesco promotions do not apply to these products as they are purchased from another company. 2/4

[Turn 5 | TESCO | @Tesco | 2017-10-19 16:25:31] (in reply to 1837285):
@494055 We added Tesco Partners some time ago to give our customers a wider variety of products to choose from on our website. 3/4

[Turn 6 | TESCO | @Tesco | 2017-10-19 16:25:34] (in reply to 1837285):
@494055 You can refine your search to Tesco products to ensure Tesco promotions like our delivery saver apply. I hope this helps. Cheers - Billy 3/4",pricing_promotions_and_vouchers,do_not_escalate,none,Tesco Direct Partner pricing/markup and delivery fee dispute,
165,1942024,7,303.5,Clean; Branching; Multi-Customer,"[Turn 0 | CUSTOMER | @577490 | 2017-10-29 18:46:13] (root):
I feel I've been robbed @Tesco ... it clearly states 12 we got 11 😂😂 https://t.co/20cuS18z4r

[Turn 1 | CUSTOMER | @577491 | 2017-10-29 18:48:34] (in reply to 1942024):
@577490 @Tesco #Unbelievable

[Turn 2 | CUSTOMER | @577490 | 2017-10-29 18:52:17] (in reply to 1942023):
@577491 @Tesco #falseadvertising #robbed #devastation

[Turn 3 | TESCO | @Tesco | 2017-10-29 23:49:23] (in reply to 1942019):
@577490 I'm sorry to see there was a jaffa cake missing from you pack Lauren. I can understand how disappointing this must have been for you. 1/4 https://t.co/py5Z991Bme

[Turn 4 | TESCO | @Tesco | 2017-10-29 23:49:36] (in reply to 1942019):
@577490 I would like to issue a refund for you and pass your comments to our supplier. Can you DM some information? 2/4

[Turn 5 | TESCO | @Tesco | 2017-10-29 23:49:41] (in reply to 1942019):
@577490 Your full name, address, barcode, price paid, date code, store visited and clear copy of your receipt? 3/4

[Turn 6 | TESCO | @Tesco | 2017-10-29 23:49:43] (in reply to 1942019):
@577490 Also the supplier code(SC), would it be ok to pass your details to our supplier? TY - Jayne 4/4",product_quality_and_safety,escalate,refund_or_compensation,Missing item from multipack; refund offered,
166,2908578,7,473.7,Clean; Branching,"[Turn 0 | CUSTOMER | @805309 | 2017-11-28 20:33:34] (root):
@tesco please explain why one of your batteries just exploded in front of me and started releasing battery acid.

[Turn 1 | TESCO | @Tesco | 2017-11-28 20:57:25] (in reply to 2908578):
@805309 That's quite concerning Yasmine. Can you return the remains of the battery if it is safe to do so to the nearest Superstore, Metro or Extra? My colleagues on the Customer Service Desk will fill out a form. 1/3

[Turn 2 | CUSTOMER | @805309 | 2017-11-28 21:00:13] (in reply to 2908576):
@Tesco no it was not safe to do so as it was fizzy and spitting so its gone straight in the bin lest I get burned by acid coming out

[Turn 3 | TESCO | @Tesco | 2017-11-28 21:30:50] (in reply to 2908578):
@805309 The item will then be sent off for a full investigation. You will receive a response within 14 working days and you will be refunded at the Desk. 2/3

[Turn 4 | TESCO | @Tesco | 2017-11-28 21:30:52] (in reply to 2908578):
@805309 So I can make a reference point for the investigation, can you DM us your full name, address, e-mail address and the item barcode? Kind regards - Rhys 3/3

[Turn 5 | CUSTOMER | @805309 | 2017-11-28 21:36:10] (in reply to 2908579):
@Tesco I don't have the barcode of the product - all I have left is one battery from the same pack. I had to instantly throw the batteries away because of the leaking battery fluid

[Turn 6 | TESCO | @Tesco | 2017-11-29 04:27:15] (in reply to 2910919):
@805309 If you could let me know the details my colleague requested Yasmin, I will be happy to register your comments for you. TY - Jayne https://t.co/py5Z991Bme",product_quality_and_safety,escalate,product_safety_investigation,Battery exploded releasing acid,
167,305959,7,185.4,Clean; Branching,"[Turn 0 | CUSTOMER | @189053 | 2017-10-21 15:01:45] (root):
@Tesco (forgot to post yesterday) bought these, opened them to put in vase, and LOOK! NOT HAPPY! All went in the bin. What can you do? https://t.co/F4g38t1Hxo

[Turn 1 | TESCO | @Tesco | 2017-10-21 16:01:26] (in reply to 305959):
@189053 Hi Grace, I'm sorry to see they're such poor quality. Can you DM us? Please include your full name and address. 1/4

[Turn 2 | TESCO | @Tesco | 2017-10-21 16:02:11] (in reply to 305959):
@189053 Can you tell me which store you got them from and if you'd like a Moneycard emailed or posted to you? If email, please DM your address. 2/4

[Turn 3 | TESCO | @Tesco | 2017-10-21 16:02:15] (in reply to 305959):
@189053 We'll then be able to record this data to ensure that our suppliers are aware. We can also offer you a Tesco Moneycard. 3/4

[Turn 4 | TESCO | @Tesco | 2017-10-21 16:02:20] (in reply to 305959):
@189053 Would it be ok to pass on your information? It's unlikely, but they may like to contact you. TY - Paige 4/4 https://t.co/py5Z991Bme

[Turn 5 | CUSTOMER | @189053 | 2017-10-21 18:04:00] (in reply to 305958):
@Tesco Happy for my information to be passed on. Have DMed you the info you require. Thank you for your response.

[Turn 6 | TESCO | @Tesco | 2017-10-21 18:07:11] (in reply to 305957):
@189053 Hi there, I've just replied to your DM. - Paige",product_quality_and_safety,escalate,refund_or_compensation,Poor quality flowers; Moneycard offered,
